cpf,nome,formPgto,nrocartao
700.513.622-94,Felicia Gabbatt,TODAS,3562900366525440
148.260.385-88,Henry Dakin,CARTAO,3560609606101030
280.848.453-42,Donella Wardell,DINHEIRO,5602254306645730
966.804.021-03,Luther Husband,DINHEIRO,5497377679387660
543.818.348-15,Maribeth Hovee,DINHEIRO,3581576259210570
196.830.965-05,Muire Saffon,CARTAO,3542279314439110
361.418.668-78,Cleon Corrett,TODAS,3558889164950770
871.159.321-24,Debi Sollom,CARTAO,6378819372548670
389.165.820-54,Ardyth McGinn,TODAS,67615982729326500
529.581.108-62,Wren Edgington,CARTAO,3566333503940780
534.180.845-11,Robinson Cudbird,TODAS,4911512458203980000
623.073.150-98,Tobiah Krinks,CARTAO,3538877796377720
266.199.501-68,Domeniga Tapson,TODAS,6709147163383130
412.249.841-37,Alyse Alessandretti,CARTAO,3584626306962740
722.881.972-81,Vickie Sharpe,TODAS,4017958832883
373.977.965-95,Peggy Felgat,CARTAO,371710431876239
190.589.521-16,Janessa Petrovsky,CARTAO,4026406504789880
766.024.421-25,Jimmie Jencey,TODAS,5108758262499690
680.290.713-47,Joya Farrear,CARTAO,5010122769543020
452.755.772-83,Andonis Chatin,TODAS,3570812859968590
135.588.169-98,Eustacia Manuele,CARTAO,5100143519479320
657.013.372-46,Dolli Wichard,TODAS,3552962401654370
079.825.878-08,Pearla Paice,CARTAO,3539312056538500
153.586.016-46,Toma Stenhouse,TODAS,6706662312539220000
082.296.225-63,Kris Halpen,CARTAO,3567449305417800
243.461.484-39,Frances Pods,TODAS,5602222581207920
104.161.448-73,Reese Giacomello,CARTAO,5602238012030770
958.652.034-60,Rafaello Patrone,TODAS,63046112472491900
304.170.069-01,Yoko Thorsby,CARTAO,3569275405502510
176.594.990-63,Emlynne Feitosa,TODAS,36914041597733
296.896.987-41,Eben Argo,CARTAO,3566179810483310
515.461.799-22,Allayne Scipsey,DINHEIRO,3563707073280610
231.142.301-88,Morris Merck,DINHEIRO,560221649235053000
390.199.811-87,Christian Accombe,DINHEIRO,3580630875860800
641.481.535-88,Dorri Rexworthy,CARTAO,3589060885408500
149.390.238-49,Moina Henniger,TODAS,3540305383989030
711.064.586-57,Guillaume Caswell,CARTAO,201485643134190
902.145.911-90,Lee Hibling,TODAS,4508240989947600
640.526.544-30,Maisie Lothean,CARTAO,3578175057862920
159.521.330-65,Catherine Antic,TODAS,3581166118222290
311.257.516-01,Jeanne Rhead,CARTAO,5602256946124760
638.271.819-11,Delano Domoni,DINHEIRO,4026477715398150
716.876.041-70,Ursulina Henrique,DINHEIRO,5048378159526110
416.106.414-76,Wilona Woollam,DINHEIRO,3583370998719290
444.097.893-19,Hamnet Labusch,DINHEIRO,3535020028076030
214.521.351-89,Waylin Feeley,CARTAO,36152838474499
062.503.175-49,Harriott Waldera,TODAS,5100136785626030
976.345.471-98,Merci Marchenko,CARTAO,6771120297168760
389.999.833-16,Scot Rocca,TODAS,3547721435261270
993.175.882-23,Moritz Waddingham,CARTAO,201797828841492
372.775.814-71,Danica Carncross,TODAS,560225452724569000
718.005.339-25,Kincaid Morson,CARTAO,4041373870779420
321.896.498-51,Balduin Wortman,DINHEIRO,4175004567943630
382.754.369-21,Quentin Ewing,TODAS,6759346962168030000
857.949.694-77,Rodi Warrell,CARTAO,374622803163467
706.294.771-30,Shayna Chick,TODAS,5002356231902350
225.701.973-28,Iolanthe Jeroch,CARTAO,30101241748326
767.659.467-09,Andrey Teulier,TODAS,3556542589860330
390.002.425-40,Gilberta Dearn,CARTAO,3560518158977720
392.441.387-02,Langsdon Denisot,TODAS,6706652525969300000
697.231.390-46,Gaylor Attawell,CARTAO,503882962931942000
499.609.826-28,Adriena Forte,CARTAO,3531404247632860
148.204.995-52,Gregorius Bowdler,TODAS,4911362296595850000
514.214.998-72,Roby Stampe,CARTAO,676234650682189000
330.395.359-72,Karoly Hurdman,TODAS,56108250674088300
977.285.600-14,Cookie Drews,CARTAO,3584117890066340
147.504.849-52,Celka Deniso,TODAS,3567833801156180
153.220.789-88,Lynnette Hanhart,CARTAO,5273558304247390
790.515.667-45,Theodoric Bampkin,TODAS,3572619224181750
018.196.744-69,Nicolea Tremblett,CARTAO,560223252166695000
858.396.713-58,Jelene Chaudhry,TODAS,3546952794111390
896.645.004-22,Latrena Delete,CARTAO,5602256031774880
